n,join_time
10,0.0008722999918973073
100,0.006398099998477846
500,0.03136189999349881
750,0.04417510000348557
1000,0.05816139999660663
1750,0.10875620000297204
2500,0.21538839999993797
3750,0.27059680000820663
5000,0.3485347000096226
6250,0.46741450000263285
7500,0.525141199992504
8750,0.5733426000078907
10000,0.6208737999986624
12500,0.807543999995687
15000,0.9549910000059754
30000,2.4049763000075473
60000,4.985977800010005
120000,10.371673899993766
